Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE004CP","IE004CP","Galway Galway City Rahoon Road","SPO.IE.IE004CPSample1_5029","BaP in PM10","-9.08589","53.27357","20.0","m","suburban","background","01/07/2006 00:00:00","","SAM.IE.IE004CPSAMPLE1","3.5","m","0.0","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE004CPSample1_5029","01/07/2006 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE004DP","IE004DP","Tipperary Town","SPO.IE.IE004DPSample1_5","PM10","-8.15638","52.47920","100.0","m","suburban","background","23/01/2020 00:00:00","","SAM.IE.IE004DPSAMPLE1","3.3","m","2.5","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE004DPSample1_5","23/01/2020 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE004DP","IE004DP","Tipperary Town","SPO.IE.IE004DPSample1_6001","PM2.5","-8.15638","52.47920","100.0","m","suburban","background","23/01/2020 00:00:00","","SAM.IE.IE004DPSAMPLE1","3.3","m","2.5","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE004DPSample1_6001","23/01/2020 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE004KY","IE004KY","Kerry Killarney","SPO.IE.IE004KYSample1_5","PM10","-9.50488","52.05828","35.0","m","suburban","background","06/07/2021 00:00:00","","SAM.IE.IE004KYSAMPLE1","2.6","m","3.8","m","24.7","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE004KYSample1_5","06/07/2021 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","yes","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE004KY","IE004KY","Kerry Killarney","SPO.IE.IE004KYSample1_6001","PM2.5","-9.50488","52.05828","35.0","m","suburban","background","06/07/2021 00:00:00","","SAM.IE.IE004KYSAMPLE1","2.6","m","3.8","m","24.7","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE004KYSample1_6001","06/07/2021 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","yes","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005AP","IE005AP","Dublin Kilmainham St. John's Road West","SPO.IE.IE005APSample1_5","PM10","-6.29480","53.34584","7.0","m","urban","traffic","01/01/2018 00:00:00","","SAM.IE.IE005APSAMPLE1","2.6","m","17.0","m","4.7","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE005APSample1_5","01/01/2018 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005AP","IE005AP","Dublin Kilmainham St. John's Road West","SPO.IE.IE005APSample1_6001","PM2.5","-6.29480","53.34584","7.0","m","urban","traffic","01/01/2018 00:00:00","","SAM.IE.IE005APSAMPLE1","2.6","m","17.0","m","4.7","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE005APSample1_6001","01/01/2018 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005AP","IE005AP","Dublin Kilmainham St. John's Road West","SPO.IE.IE005APSample2_8","NO2","-6.29480","53.34584","7.0","m","urban","traffic","01/01/2018 00:00:00","","SAM.IE.IE005APSAMPLE2","2.1","m","17.0","m","4.7","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE005APSample2_8","01/01/2018 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005AP","IE005AP","Dublin Kilmainham St. John's Road West","SPO.IE.IE005APSample2_9","NOX as NO2","-6.29480","53.34584","7.0","m","urban","traffic","01/01/2018 00:00:00","","SAM.IE.IE005APSAMPLE2","2.1","m","17.0","m","4.7","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE005APSample2_9","01/01/2018 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005CP","IE005CP","Waterford Waterford City Paddy Brownes Road","SPO.IE.IE005CPSample1_5","PM10","-7.15163","52.24706","21.0","m","suburban","background","01/01/2018 00:00:00","","SAM.IE.IE005CPSAMPLE1","2.9","m","2.5","m","32.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005CPSample1_5","01/01/2018 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005CP","IE005CP","Waterford Waterford City Paddy Brownes Road","SPO.IE.IE005CPSample1_6001","PM2.5","-7.15163","52.24706","21.0","m","suburban","background","01/01/2018 00:00:00","","SAM.IE.IE005CPSAMPLE1","2.9","m","2.5","m","32.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005CPSample1_6001","01/01/2018 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005CP","IE005CP","Waterford Waterford City Paddy Brownes Road","SPO.IE.IE005CPSample2_7","O3","-7.15163","52.24706","21.0","m","suburban","background","01/01/2018 00:00:00","","SAM.IE.IE005CPSAMPLE2","2.7","m","2.5","m","32.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005CPSample2_7","01/01/2018 00:00:00","","automatic","UV-P","","API400E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005CP","IE005CP","Waterford Waterford City Paddy Brownes Road","SPO.IE.IE005CPSample2_8","NO2","-7.15163","52.24706","21.0","m","suburban","background","01/01/2018 00:00:00","","SAM.IE.IE005CPSAMPLE2","2.7","m","2.5","m","32.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005CPSample2_8","01/01/2018 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005CP","IE005CP","Waterford Waterford City Paddy Brownes Road","SPO.IE.IE005CPSample2_9","NOX as NO2","-7.15163","52.24706","21.0","m","suburban","background","01/01/2018 00:00:00","","SAM.IE.IE005CPSAMPLE2","2.7","m","2.5","m","32.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005CPSample2_9","01/01/2018 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005DP","IE005DP","Cork Cobh Carrignafoy","SPO.IE.IE005DPSample1_5","PM10","-8.28778","51.85500","79.0","m","suburban","background","01/01/2018 00:00:00","","SAM.IE.IE005DPSAMPLE1","2.5","m","22.5","m","10.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005DPSample1_5","01/01/2018 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005DP","IE005DP","Cork Cobh Carrignafoy","SPO.IE.IE005DPSample1_6001","PM2.5","-8.28778","51.85500","79.0","m","suburban","background","01/01/2018 00:00:00","","SAM.IE.IE005DPSAMPLE1","2.5","m","22.5","m","10.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005DPSample1_6001","01/01/2018 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005OY","IE005OY","Offaly Edenderry","SPO.IE.IE005OYSample1_5","PM10","-7.04750","53.34250","93.0","m","suburban","background","01/09/2021 00:00:00","","SAM.IE.IE005OYSAMPLE1","2.5","m","1.2","m","29.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005OYSample1_5","01/09/2021 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","yes","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005OY","IE005OY","Offaly Edenderry","SPO.IE.IE005OYSample1_6001","PM2.5","-7.04750","53.34250","93.0","m","suburban","background","01/09/2021 00:00:00","","SAM.IE.IE005OYSAMPLE1","2.5","m","1.2","m","29.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005OYSample1_6001","01/09/2021 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","yes","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005OY","IE005OY","Offaly Edenderry","SPO.IE.IE005OYSample2_1","SO2","-7.04750","53.34250","93.0","m","suburban","background","01/09/2021 00:00:00","","SAM.IE.IE005OYSAMPLE2","2.5","m","1.2","m","29.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005OYSample2_1","01/09/2021 00:00:00","","automatic","UV-FL","","API100E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005OY","IE005OY","Offaly Edenderry","SPO.IE.IE005OYSample2_8","NO2","-7.04750","53.34250","93.0","m","suburban","background","01/09/2021 00:00:00","","SAM.IE.IE005OYSAMPLE2","2.5","m","1.2","m","29.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005OYSample2_8","01/09/2021 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE005OY","IE005OY","Offaly Edenderry","SPO.IE.IE005OYSample2_9","NOX as NO2","-7.04750","53.34250","93.0","m","suburban","background","01/09/2021 00:00:00","","SAM.IE.IE005OYSAMPLE2","2.5","m","1.2","m","29.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE005OYSample2_9","01/09/2021 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006AP","IE006AP","Dublin Pearse St.","SPO.IE.IE006APSample1_7","O3","-6.25431","53.34502","11.0","m","urban","traffic","01/11/2019 00:00:00","","SAM.IE.IE006APSAMPLE1","1.9","m","0.5","m","4.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE006APSample1_7","01/11/2019 00:00:00","","automatic","UV-P","","API400E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006AP","IE006AP","Dublin Pearse St.","SPO.IE.IE006APSample1_8","NO2","-6.25431","53.34502","11.0","m","urban","traffic","01/11/2019 00:00:00","","SAM.IE.IE006APSAMPLE1","1.9","m","0.5","m","4.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE006APSample1_8","01/11/2019 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006AP","IE006AP","Dublin Pearse St.","SPO.IE.IE006APSample1_9","NOX as NO2","-6.25431","53.34502","11.0","m","urban","traffic","01/11/2019 00:00:00","","SAM.IE.IE006APSAMPLE1","1.9","m","0.5","m","4.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE006APSample1_9","01/11/2019 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006AP","IE006AP","Dublin Pearse St.","SPO.IE.IE006APSample2_5","PM10","-6.25431","53.34502","11.0","m","urban","traffic","01/11/2019 00:00:00","","SAM.IE.IE006APSAMPLE2","1.7","m","0.5","m","4.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE006APSample2_5","01/11/2019 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006AP","IE006AP","Dublin Pearse St.","SPO.IE.IE006APSample2_6001","PM2.5","-6.25431","53.34502","11.0","m","urban","traffic","01/11/2019 00:00:00","","SAM.IE.IE006APSAMPLE2","1.7","m","0.5","m","4.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE006APSample2_6001","01/11/2019 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006CP","IE006CP","Donegal Letterkenny Library","SPO.IE.IE006CPSample1_1","SO2","-7.73515","54.95445","48.0","m","suburban","background","29/06/2019 00:00:00","","SAM.IE.IE006CPSAMPLE1","1.9","m","12.5","m","25.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE006CPSample1_1","29/06/2019 00:00:00","","automatic","UV-FL","","API100E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006CP","IE006CP","Donegal Letterkenny Library","SPO.IE.IE006CPSample2_5","PM10","-7.73515","54.95445","48.0","m","suburban","background","29/06/2019 00:00:00","","SAM.IE.IE006CPSAMPLE2","2.5","m","12.5","m","25.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE006CPSample2_5","29/06/2019 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006CP","IE006CP","Donegal Letterkenny Library","SPO.IE.IE006CPSample2_6001","PM2.5","-7.73515","54.95445","48.0","m","suburban","background","29/06/2019 00:00:00","","SAM.IE.IE006CPSAMPLE2","2.5","m","12.5","m","25.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE006CPSample2_6001","29/06/2019 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006KE","IE006KE","Kildare Naas","SPO.IE.IE006KESample1_5","PM10","-6.65909","53.21809","95.0","m","suburban","background","22/04/2021 00:00:00","","SAM.IE.IE006KESAMPLE1","2.5","m","1.5","m","10.1","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE006KESample1_5","22/04/2021 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","yes","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE006KE","IE006KE","Kildare Naas","SPO.IE.IE006KESample1_6001","PM2.5","-6.65909","53.21809","95.0","m","suburban","background","22/04/2021 00:00:00","","SAM.IE.IE006KESAMPLE1","2.5","m","1.5","m","10.1","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE006KESample1_6001","22/04/2021 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","yes","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE007CP","IE007CP","Limerick Peoples Park","SPO.IE.IE007CPSample1_5","PM10","-8.62870","52.65856","16.0","m","urban","background","01/07/2019 00:00:00","","SAM.IE.IE007CPSAMPLE1","2.5","m","11.0","m","10.3","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE007CPSample1_5","01/07/2019 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE007CP","IE007CP","Limerick Peoples Park","SPO.IE.IE007CPSample1_6001","PM2.5","-8.62870","52.65856","16.0","m","urban","background","01/07/2019 00:00:00","","SAM.IE.IE007CPSAMPLE1","2.5","m","11.0","m","10.3","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE007CPSample1_6001","01/07/2019 00:00:00","","automatic","light-scat","","FIDAS200","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
